Date,sector,sie,seasonal_ref,apac_resid
2020-02-07,East_Antarctica,0.656221337,0.5905290452134511,0.0656922917865489
2020-02-08,East_Antarctica,0.659083226,0.5839978063191602,0.07508541968083982
2020-02-09,East_Antarctica,0.675355136,0.5776760293872377,0.09767910661276225
2020-02-10,East_Antarctica,0.672878554,0.5716165778454523,0.10126197615454768
2020-02-11,East_Antarctica,0.660144205,0.5658766378670843,0.09426756713291573
2020-02-12,East_Antarctica,0.662450219,0.5605133956254139,0.1019368233745861
2020-02-13,East_Antarctica,0.65812569,0.5555840372937225,0.10254165270627746
2020-02-14,East_Antarctica,0.643607548,0.5511457490452893,0.09246179895471063
2020-02-15,East_Antarctica,0.613960945,0.5472557170533956,0.06670522794660438
2020-02-16,East_Antarctica,0.605522112,0.5439711274913228,0.06155098450867713
2020-02-17,East_Antarctica,0.601368636,0.54134916653235,0.06001946946765002
2020-02-18,East_Antarctica,0.612341529,0.5394470203497586,0.0728945086502415
2020-02-19,East_Antarctica,0.615949702,0.5383218751168278,0.07762782688317216
2020-02-20,East_Antarctica,0.607446626,0.5380309170068395,0.06941570899316052
2020-02-21,East_Antarctica,0.589865807,0.5386282565045847,0.05123755049541534
2020-02-22,East_Antarctica,0.585638483,0.5401307155758267,0.045507767424173284
2020-02-23,East_Antarctica,0.591771663,0.542530310236257,0.049241352763742974
2020-02-24,East_Antarctica,0.602696195,0.5458186080851097,0.05687758691489031
2020-02-25,East_Antarctica,0.589924478,0.5499871767216188,0.03993730127838124
2020-02-26,East_Antarctica,0.598302995,0.5550275837450165,0.043275411254983465
2020-02-27,East_Antarctica,0.584849588,0.5609313967545383,0.023918191245461684
2020-02-28,East_Antarctica,0.57741983,0.5676901833494167,0.00972964665058329
2020-03-01,East_Antarctica,0.601115019,0.5837389476921778,0.01737607130782215
2020-03-02,East_Antarctica,0.618809528,0.5930120606385275,0.02579746736147248
2020-03-03,East_Antarctica,0.670468766,0.6031064175671691,0.06736234843283095
2020-03-04,East_Antarctica,0.704376818,0.6140135819345673,0.09036323606543262
2020-03-05,East_Antarctica,0.745711018,0.625709706616696,0.12000131138330394
2020-03-06,East_Antarctica,0.762513558,0.6381207734931834,0.12439278450681657
2020-03-07,East_Antarctica,0.80704802,0.6511625716799276,0.15588544832007234
2020-03-08,East_Antarctica,0.841090031,0.6647508902928287,0.17633914070717127
2020-03-09,East_Antarctica,0.857538732,0.6788015184477852,0.17873721355221472
2020-03-10,East_Antarctica,0.87622473,0.6932302452606953,0.18299448473930469
2020-03-11,East_Antarctica,0.888401212,0.7079528598474575,0.1804483521525425
2020-03-12,East_Antarctica,0.893258875,0.7228851513239729,0.1703737236760271
2020-03-13,East_Antarctica,0.904180377,0.7379429088061386,0.16623746819386143
2020-03-14,East_Antarctica,0.916967299,0.7530419214098543,0.1639253775901457
2020-03-15,East_Antarctica,0.942923874,0.7680979782510192,0.17482589574898078
2020-03-16,East_Antarctica,0.9543937,0.7830268684455302,0.17136683155446986
2020-03-17,East_Antarctica,0.968284826,0.7977468316089277,0.1705379943910723
2020-03-18,East_Antarctica,0.996056077,0.8122373082280395,0.18381876877196046
2020-03-19,East_Antarctica,1.011105241,0.8265417554136643,0.18456348558633584
2020-03-20,East_Antarctica,1.024953889,0.8407066442839919,0.18424724471600817
2020-03-21,East_Antarctica,1.029219668,0.8547784459572149,0.17444122204278523
2020-03-22,East_Antarctica,1.041210193,0.8688036315515246,0.17240656144847533
2020-03-23,East_Antarctica,1.053287856,0.882828672185112,0.17045918381488812
2020-03-24,East_Antarctica,1.070189263,0.8969000389761679,0.17328922402383218
2020-03-25,East_Antarctica,1.105161446,0.911064203042886,0.19409724295711406
2020-03-26,East_Antarctica,1.15145075,0.9253676355034544,0.2260831144965456
2020-03-27,East_Antarctica,1.170064012,0.9398568074760679,0.23020720452393217
2020-03-28,East_Antarctica,1.173536034,0.9545781900789161,0.21895784392108397
2020-03-29,East_Antarctica,1.182453063,0.9695782544301895,0.21287480856981056
2020-03-30,East_Antarctica,1.176944923,0.9848947422645402,0.19205018073545976
2020-03-31,East_Antarctica,1.1713591270000001,1.000517680216123,0.17084144678387703
2020-04-01,East_Antarctica,1.170727136,1.0164208738411207,0.15430626215887933
2020-04-02,East_Antarctica,1.190658636,1.032578115285762,0.15808052071423795
2020-04-03,East_Antarctica,1.205724849,1.048963196696276,0.15676165230372407
2020-04-04,East_Antarctica,1.1823146,1.06554991021889,0.1167646897811101
2020-04-05,East_Antarctica,1.18653564,1.0823120479998327,0.10422359200016729
2020-04-06,East_Antarctica,1.214671438,1.0992234021853338,0.11544803581466634
2020-04-07,East_Antarctica,1.247114966,1.1162577649216194,0.13085720107838061
2020-04-08,East_Antarctica,1.272379153,1.133388928354919,0.13899022464508093
2020-04-09,East_Antarctica,1.311991477,1.1505906846314622,0.16140079236853788
2020-04-10,East_Antarctica,1.331797426,1.1678368258974745,0.16396060010252556
2020-04-11,East_Antarctica,1.359360694,1.1851013068110636,0.1742593871889364
2020-04-12,East_Antarctica,1.358655469,1.2023696642896415,0.15628580471035836
2020-04-13,East_Antarctica,1.354771761,1.2196465285012115,0.1351252324987886
2020-04-14,East_Antarctica,1.345679963,1.236938313008853,0.1087416499911471
2020-04-15,East_Antarctica,1.348004501,1.2542514313756405,0.09375306962435936
2020-04-16,East_Antarctica,1.36102031,1.2715922971646554,0.08942801283534463
2020-04-17,East_Antarctica,1.392657541,1.2889673239389727,0.10369021706102721
2020-04-18,East_Antarctica,1.397242056,1.306382925261669,0.09085913073833107
2020-04-19,East_Antarctica,1.413248056,1.3238455146958235,0.08940254130417657
2020-04-20,East_Antarctica,1.421638715,1.3413615058045136,0.08027720919548642
2020-04-21,East_Antarctica,1.4132333,1.3589373121508166,0.054295987849183325
2020-04-22,East_Antarctica,1.401546281,1.3765793472978114,0.0249669337021885
2020-04-23,East_Antarctica,1.405189706,1.3942940248085725,0.010895681191427586
2020-04-24,East_Antarctica,1.414067622,1.412087152086078,0.0019804699139218673
2020-04-25,East_Antarctica,1.440366001,1.4299587795504842,0.010407221449515669
2020-04-26,East_Antarctica,1.489348496,1.4479057762795728,0.041442719720427235
2020-04-27,East_Antarctica,1.512851356,1.4659249778391958,0.04692637816080425
2020-04-28,East_Antarctica,1.509489041,1.4840132197952074,0.025475821204792526
2020-04-29,East_Antarctica,1.485094169,1.502167337713459,-0.017073168713459097
2020-04-30,East_Antarctica,1.485655494,1.5203841671598046,-0.03472867315980466
2020-05-01,East_Antarctica,1.504250087,1.5386605437000975,-0.03441045670009757
2020-05-02,East_Antarctica,1.547298989,1.5569933029001881,-0.009694313900188156
2020-05-03,East_Antarctica,1.596320395,1.5753792803259323,0.020941114674067673
2020-05-04,East_Antarctica,1.6167547,1.5938153115431815,0.022939388456818532
2020-05-05,East_Antarctica,1.619263531,1.6122982321177879,0.006965298882212201
2020-05-06,East_Antarctica,1.633453659,1.6308248746190999,0.0026287843809000844
