time,SIE_circumpolar,SIE_Weddell,SIE_Amundsen_Bellingshausen,SIE_Ross,SIE_East_Antarctica,SIE_King_Haakon
2022-06-07,11.722825526814155,0.739548493989417,2.882157684218753,2.2778208221527767,1.9864132964720211,3.836885229981186
2022-06-08,11.803301983428526,0.7630266028991045,2.8602839603843564,2.3370214113876373,1.9882644059282573,3.854705602829169
2022-06-09,11.864414982603021,0.7722401161213153,2.852964483042185,2.4073554611594523,1.9781391087000701,3.853715813579997
2022-06-10,12.007682949146012,0.7734548055679601,2.856342396042691,2.4909894107061104,1.972103511856284,3.914792824972967
2022-06-11,12.117287510769774,0.7900792255057476,2.852707356819689,2.5346485673035386,1.9470897181123064,3.9927626430284935
2022-06-12,12.251749513419247,0.8073680879303776,2.8521643349977612,2.605361230398883,1.9569786213993652,4.029877238692859
2022-06-13,12.333397986368759,0.8264751012329387,2.866355085599695,2.626805984940354,1.964434929695414,4.049326884900357
2022-06-14,12.474135514775625,0.8597769159366098,2.898480237605509,2.655610680595334,1.993576810200266,4.066690870437907
2022-06-15,12.576346004555049,0.8714586569145415,2.9287691270154252,2.6675564516304826,2.0003052981037093,4.1082564708908915
2022-06-16,12.67904057270751,0.8972645092526299,2.975936059185617,2.642977636607708,2.024906665928975,4.13795570173258
2022-06-17,12.77790713936321,0.9095314774077601,3.033499305794311,2.603754635743362,2.072718476694492,4.158403243723285
2022-06-18,12.837028501447874,0.9132086080687273,3.0593507285648536,2.592529440796421,2.1116774873484228,4.160262236669449
2022-06-19,12.896846775450339,0.9156656092676131,3.0958578677904023,2.5885625250023456,2.1495132272619277,4.147247546128051
2022-06-20,12.913404777942606,0.9187231471538946,3.1352230570731154,2.5634514628345926,2.1618940699518236,4.13411304092918
2022-06-21,12.92633196049661,0.9168565894136821,3.1779334172765363,2.5555558947749453,2.179209905660347,4.096776153371098
2022-06-22,13.009942469690202,0.9100514840288385,3.215814019803043,2.599249545043063,2.213990809027246,4.070836611788012
2022-06-23,13.08303546993296,0.8829269881564465,3.2449302627810965,2.659071464498633,2.2274276212389834,4.0686791332578025
2022-06-24,13.19003883707548,0.8546101384096108,3.2692356931786537,2.734445835502763,2.2318331921348564,4.099913977849598
2022-06-25,13.33069129940071,0.8275451863684592,3.2823374213087306,2.8628276614751975,2.2278940047400186,4.130087025508306
2022-06-26,13.481820230262661,0.825817664406783,3.2658661039178716,2.9702676030832516,2.2529438161641275,4.16692504269063
2022-06-27,13.59692744781906,0.8486911627976308,3.253693408782411,3.014231969296939,2.2699916292227345,4.210319277719343
2022-06-28,13.737118126159567,0.8813108422019295,3.2547756110221084,3.0573440598761894,2.3266310266153116,4.217056586444029
2022-06-29,13.840844136404872,0.9003401140630019,3.253041675676754,3.071105665801667,2.398198442896579,4.218158237966871
2022-06-30,13.938606598948475,0.9088853115483045,3.2399246904442998,3.1236903686362774,2.420604687376091,4.245501540943504
2022-07-01,14.026120071324689,0.9100520286926801,3.2557025360117144,3.1661128347150527,2.4515557816401206,4.242696890265122
2022-07-02,14.117729507152191,0.8983731425991466,3.292310852214796,3.186442538475046,2.478652177254155,4.261950796609047
2022-07-03,14.24202174878737,0.8867810122888458,3.3411496749542287,3.233469500837304,2.4836458241708423,4.296975736536151
2022-07-04,14.316134511618866,0.8983825140906389,3.3717693743300647,3.265534517028314,2.4811451966019624,4.299302909567888
2022-07-05,14.357776507352387,0.9315384307613921,3.3733155084713835,3.2797156372071097,2.4780120339239056,4.295194896988597
2022-07-06,14.403648637522476,0.963422280605484,3.3634050708427825,3.3057760171567447,2.4641083687791503,4.3069369001383135
